title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,day,month,year
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,4,5,,0,680,us,630,0.0,18.4,mwc,17.0,11.0,91.82,"Bamboo Flat, India",Asia,India,27,6,2008
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,7,8,,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.88,"Mizusawa, Japan",Asia,Japan,13,6,2008
"M 7.9 - 58 km W of Tianpeng, China",7.9,9,9,,0,1870,us,774,0.0,11.3,mwc,19.0,31.0,103.32,"Tianpeng, China",Asia,China,12,5,2008
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,5,5,,0,910,us,519,0.0,21.1,mwc,27.0,36.16,141.53,"Hasaki, Japan",Asia,Japan,7,5,2008
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,0,6,,0,820,us,486,0.0,13.4,mwc,33.0,-20.07,168.89,"Isangel, Vanuatu",Oceania,Vanuatu,9,4,2008
"M 7.2 - 226 km SE of Hotan, China",7.2,0,7,,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.47,"Hotan, China",Asia,China,20,3,2008
M 6.9 - Philippine Islands region,6.9,4,5,,0,740,us,544,0.0,25.9,mwc,24.0,13.35,125.63,Philippine Islands region,Asia,Philippines,3,3,2008
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,5,6,,0,696,us,543,0.0,15.1,mwc,25.0,-2.24,99.81,"Padang, Indonesia",Asia,Indonesia,25,2,2008
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,4,6,,0,674,us,421,0.0,17.7,mwc,25.0,-2.33,99.89,"Padang, Indonesia",Asia,Indonesia,25,2,2008
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,4,7,,0,832,us,505,0.0,18.4,mwc,25.0,-2.49,99.97,"Sungai Penuh, Indonesia",Asia,Indonesia,25,2,2008
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,4,6,,0,654,us,429,0.0,28.3,mwc,22.0,-2.4,99.93,"Sungai Penuh, Indonesia",Asia,Indonesia,24,2,2008
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,5,7,,0,914,us,607,0.0,16.4,mwc,26.0,2.77,95.96,"Sinabang, Indonesia",Asia,Indonesia,20,2,2008
"M 6.5 - 50 km S of Koróni, Greece",6.5,8,5,,0,692,us,650,0.0,30.7,mwc,28.0,36.34,21.86,"Koróni, Greece",Europe,Greece,14,2,2008
"M 6.9 - 35 km S of Methóni, Greece",6.9,6,6,,0,941,us,645,0.0,30.6,mwc,29.0,36.5,21.67,"Methóni, Greece",Europe,Greece,14,2,2008
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,7,6,,0,723,us,521,0.0,27.6,mwc,83.0,16.36,-94.3,"General Pascual Fentes, Mexico",North America,Mexico,12,2,2008
"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,7,6,,0,808,us,461,0.0,18.8,mwc,20.0,-39.01,178.29,"Gisborne, New Zealand",Oceania,New Zealand,20,12,2007
"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,5,7,,0,704,us,481,0.0,30.3,mwb,45.0,-22.95,-70.18,Ant,South America,Chile,16,12,2007
"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,7,7,,0,1542,us,663,0.0,13.4,mwb,156.0,14.94,-61.27,"Basse-Pointe, Martinique",Europe,France,29,11,2007
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,3,6,,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.15,"Kirakira, Solomon Islands",Oceania,Solomon Islands,27,11,2007
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,5,7,,0,653,us,272,0.0,27.6,mwc,18.0,-8.22,118.47,"Dompu, Indonesia",Asia,Indonesia,25,11,2007
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,7,7,,0,657,us,353,0.0,27.5,mwc,20.0,-8.29,118.37,"Dompu, Indonesia",Asia,Indonesia,25,11,2007
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,6,6,,0,722,us,341,0.0,15.9,mwc,53.0,-5.76,147.1,"Lae, Papua New Guinea",Oceania,Papua New Guinea,22,11,2007
"M 6.8 - 30 km E of Macas, Ecuador",6.8,7,6,,0,790,us,649,0.0,27.0,mwc,122.9,-2.31,-77.84,"Macas, Ecuador",South America,Ecuador,16,11,2007
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,6,7,,0,716,us,285,0.0,40.1,mwc,26.0,-22.92,-70.24,Ant,South America,Chile,15,11,2007
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,8,7,,0,995,us,610,0.0,22.4,mwc,40.0,-22.25,-69.89,"Tocopilla, Chile",South America,Chile,14,11,2007
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,3,5,,0,713,us,494,0.0,23.9,mwc,21.0,-3.9,101.02,"Bengkulu, Indonesia",Asia,Indonesia,24,10,2007
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,4,7,,0,744,us,338,0.0,19.0,mwc,18.0,-44.8,167.55,"Te Anau, New Zealand",Oceania,New Zealand,15,10,2007
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,4,5,,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,26,9,2007
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,3,5,,0,696,us,503,0.0,26.9,mwc,30.0,-2.0,100.14,"Padang, Indonesia",Asia,Indonesia,20,9,2007
"M 7.0 - 153 km SSW of Padang, Indonesia",7.0,4,7,,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.63,"Padang, Indonesia",Asia,Indonesia,13,9,2007
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,0,5,,0,650,us,409,0.0,26.2,mwc,28.9,-1.69,99.67,"Kepulauan Mentawai region, Indonesia",Asia,Indonesia,13,9,2007
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,8,7,,0,1133,us,446,0.0,29.1,mwc,35.0,-2.62,100.84,"Sungai Penuh, Indonesia",Asia,Indonesia,12,9,2007
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,7,8,,0,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.14,"Sungai Penuh, Indonesia",Asia,Indonesia,12,9,2007
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,0,6,,0,1086,official,411,0.0,32.3,mww,34.0,-4.44,101.37,"Bengkulu, Indonesia",Asia,Indonesia,12,9,2007
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,5,6,,0,747,us,653,0.0,17.6,mwc,15.0,2.97,-77.96,"Timbiquí, Colombia",South America,Colombia,10,9,2007
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,0,5,,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.76,"Lata, Solomon Islands",Oceania,Solomon Islands,2,9,2007
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,5,6,,0,675,us,382,0.0,12.8,mwc,15.0,-9.83,159.46,"Malango, Solomon Islands",Oceania,Solomon Islands,16,8,2007
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8.0,9,8,,0,1385,us,625,0.0,25.7,mwc,39.0,-13.39,-76.6,"San Vicente de Cañete, Peru",South America,Peru,15,8,2007
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,0,5,,0,865,us,228,0.0,30.7,mwc,280.0,-5.86,107.42,"Rengasdengklok, Indonesia",Asia,Indonesia,8,8,2007
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,7,7,,0,803,us,494,0.0,20.4,mwb,120.0,-15.6,167.68,"Luganville, Vanuatu",Oceania,Vanuatu,1,8,2007
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,3,5,,0,734,us,374,0.0,24.1,mwb,25.0,2.87,127.46,"Tobelo, Indonesia",Asia,Indonesia,26,7,2007
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,5,4,,0,779,us,664,0.0,18.2,mwb,350.4,36.81,134.85,"Mikuni, Japan",Asia,Japan,16,7,2007
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,8,8,,0,831,us,782,0.0,16.7,mwc,12.0,37.53,138.45,"Kashiwazaki, Japan",Asia,Japan,16,7,2007
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,6,6,,0,972,us,468,0.0,37.7,mwc,23.0,13.55,-90.62,"Iztapa, Guatemala",North America,Guatemala,13,6,2007
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,0,7,,0,732,us,305,0.0,15.3,mwc,10.0,-7.31,155.74,"Panguna, Papua New Guinea",Oceania,Solomon Islands,1,4,2007
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,0,7,,0,670,us,251,0.0,16.0,mb,10.0,-7.17,155.78,"Panguna, Papua New Guinea",Oceania,Solomon Islands,1,4,2007
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,9,8,,0,1025,us,439,0.0,14.7,mwc,24.0,-8.47,157.04,"Gizo, Solomon Islands",Oceania,Solomon Islands,1,4,2007
"M 6.7 - 46 km NW of Nanao, Japan",6.7,7,8,,0,782,us,493,0.0,23.9,mwc,8.0,37.34,136.59,"Nanao, Japan",Asia,Japan,25,3,2007
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,3,6,,0,779,us,426,0.0,25.3,mwb,34.0,-20.62,169.36,"Isangel, Vanuatu",Oceania,Vanuatu,25,3,2007
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,0,6,,0,691,us,253,0.0,40.3,mwc,12.0,-1.03,126.98,S,Asia,Indonesia,20,2,2007
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,6,5,,0,874,us,570,0.0,21.6,mwc,22.0,1.06,126.28,"Ternate, Indonesia",Asia,Indonesia,21,1,2007
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,6,7,,0,798,us,466,0.0,31.6,mwc,10.0,21.97,120.49,"Hengchun, Taiwan",Asia,Taiwan,26,12,2006
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,8,7,,0,1023,us,744,0.0,29.1,mwb,10.0,21.8,120.55,"Hengchun, Taiwan",Asia,Taiwan,26,12,2006
M 8.3 - Kuril Islands,8.3,4,7,,0,1064,us,576,0.0,20.9,mwc,10.0,46.59,153.27,Kuril Islands,Europe,Russian Federation,15,11,2006
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,352,0.0,18.6,mwc,11.0,-6.48,151.2,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,7,11,2006
"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,5,6,,0,732,us,444,0.0,53.4,mwc,23.0,-13.46,-76.68,"San Vicente de Cañete, Peru",South America,Peru,20,10,2006
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,5,6,,0,692,us,533,0.0,15.6,mwc,32.0,-5.88,150.98,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,17,10,2006
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,8,9,,0,1481,hv,43,0.0,124.0,md,38.182,19.88,-155.94,"Puako, Hawaii",North America,United States,15,10,2006
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,3,3,,0,737,us,702,0.0,20.9,mwc,28.0,-16.59,-172.03,"Hihifo, Tonga",Oceania,Tonga,28,9,2006
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,0,6,,0,711,us,459,0.0,28.4,mwb,38.0,-6.76,155.51,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,1,9,2006
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,0,6,,0,650,us,700,0.0,47.4,mwb,43.0,51.15,157.52,"Ozernovskiy, Russia",Asia,Russian Federation,24,8,2006
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,5,5,,0,713,us,551,0.0,26.2,mwb,150.0,-15.8,167.79,"Norsup, Vanuatu",Oceania,Vanuatu,7,8,2006
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,7,5,,0,947,us,357,0.0,36.8,mwc,20.0,-9.28,107.42,"Singaparna, Indonesia",Asia,Indonesia,17,7,2006
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,0,6,,0,650,us,477,0.0,20.3,mwc,34.0,-5.72,151.13,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,28,5,2006
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,0,7,,0,670,us,548,0.0,28.0,mwc,19.0,60.77,165.74,"Tilichiki, Russia",Asia,Russian Federation,22,5,2006
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,4,5,,0,719,us,701,0.0,16.3,mwb,12.0,0.09,97.05,"Singkil, Indonesia",Asia,Indonesia,16,5,2006
"M 8.0 - 47 km SSE of Pangai, Tonga",8.0,7,7,,0,1013,us,626,0.0,20.7,mwc,55.0,-20.19,-174.12,"Pangai, Tonga",Oceania,Tonga,3,5,2006
"M 8.0 - 50 km ESE of Pangai, Tonga",8.0,8,9,,0,1026,duputel,0,0.0,0.0,mww,60.5,-19.99,-173.91,"Pangai, Tonga",Oceania,Tonga,3,5,2006
"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,7,7,,0,653,us,282,0.0,46.3,mwc,12.0,-27.21,-71.06,"Copiapó, Chile",South America,Chile,30,4,2006
"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,6,7,,0,696,us,277,0.0,25.6,mwb,12.0,-27.02,-71.02,"Copiapó, Chile",South America,Chile,30,4,2006
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,0,8,,0,670,us,645,0.0,28.4,mwc,11.0,60.49,167.52,"Tilichiki, Russia",Asia,Russian Federation,29,4,2006
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,0,8,,0,889,us,579,0.0,18.5,mwc,22.0,60.95,167.09,"Tilichiki, Russia",Asia,Russian Federation,20,4,2006
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,3,5,,0,654,us,247,0.0,25.5,mwc,14.0,-16.53,176.99,"Lautoka, Fiji",Oceania,Fiji,7,4,2006
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,0,7,,0,691,us,306,0.0,21.3,mwb,30.1,-3.6,127.21,"Ambon, Indonesia",Asia,Indonesia,14,3,2006
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7.0,5,9,,0,891,us,412,0.0,23.2,mwb,11.0,-21.32,33.58,"Chipinge, Zimbabwe",Africa,Mozambique,22,2,2006
"M 6.7 - 26 km NE of Kýthira, Greece",6.7,7,6,,0,934,us,769,0.0,19.7,mwb,66.0,36.31,23.21,"Kýthira, Greece",Europe,Greece,8,1,2006
"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,7,6,,0,703,us,323,0.0,48.2,mwc,14.0,28.16,-112.12,"Bahía de Kino, Mexico",North America,Mexico,4,1,2006
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,6,5,,0,721,us,529,0.0,20.5,mwb,224.6,36.36,71.09,"Ashk?sham, Afghanistan",Asia,Afghanistan,12,12,2005
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,5,7,,0,744,us,561,0.0,20.0,mwc,22.0,-6.22,29.83,"Kalemie, Democratic Republic",Africa,Tanzania,5,12,2005
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,4,5,,0,683,us,464,0.0,48.8,mwc,29.0,38.09,142.12,"Ishinomaki, Japan",Asia,Japan,2,12,2005
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,3,6,,0,651,us,358,0.0,20.7,mwb,21.0,2.16,96.79,"Sinabang, Indonesia",Asia,Indonesia,19,11,2005
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,0,6,,0,711,us,509,0.0,30.1,mwb,147.0,-22.36,-67.9,"San Pedro de Atacama, Chile",South America,Bolivia,17,11,2005
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,9,9,,0,1267,us,724,0.0,21.1,mwc,26.0,34.54,73.59,"Muzaffar?b?d, Pakistan",Asia,Pakistan,8,10,2005
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,402,0.0,17.7,mwc,25.0,-5.44,151.84,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,29,9,2005
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,8,7,,0,1018,us,696,0.0,26.2,mwb,115.0,-5.68,-76.4,"Yurimaguas, Peru",South America,Peru,26,9,2005
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,5,7,,0,891,us,502,0.0,20.0,mwc,90.0,-4.54,153.47,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,9,9,2005
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,7,7,,0,1104,us,698,0.0,19.6,mwc,36.0,38.28,142.04,"Ishinomaki, Japan",Asia,Japan,16,8,2005
"M 7.2 - Nicobar Islands, India region",7.2,4,5,,0,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,"Nicobar Islands, India region",Asia,India,24,7,2005
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,3,6,,0,693,us,398,0.0,22.3,mwc,21.0,1.82,97.08,"Singkil, Indonesia",Asia,Indonesia,5,7,2005
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,6,5,,0,719,us,446,0.0,21.1,mwc,27.0,11.24,-86.17,"San Juan del Sur, Nicaragua",North America,Nicaragua,2,7,2005
"M 7.2 - 153 km W of Big Lagoon, California",7.2,5,4,,0,1318,us,420,0.0,31.4,mwc,16.0,41.29,-125.95,"Big Lagoon, California",North America,United States,15,6,2005
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,8,7,,0,1020,us,714,0.0,16.1,mwb,115.6,-19.99,-69.2,"Iquique, Chile",South America,Chile,13,6,2005
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,5,7,,0,740,us,635,0.0,26.0,mwc,30.0,1.99,97.04,"Singkil, Indonesia",Asia,Indonesia,19,5,2005
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,6,5,,0,731,us,695,0.0,20.9,mwb,34.0,0.59,98.46,"Padangsidempuan, Indonesia",Asia,Indonesia,14,5,2005
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,3,6,,0,657,us,478,0.0,21.2,mwc,30.0,-1.71,99.78,"Padang, Indonesia",Asia,Indonesia,10,4,2005
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,5,6,,0,717,us,656,0.0,21.2,mwc,19.0,-1.64,99.61,"Padang, Indonesia",Asia,Indonesia,10,4,2005
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,0,8,,0,1138,official,510,0.0,22.1,mww,30.0,2.08,97.11,"Singkil, Indonesia",Asia,Indonesia,28,3,2005
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,8,7,,0,805,us,401,0.0,22.9,mwc,10.0,33.81,130.13,"Maebaru-ch??, Japan",Asia,Japan,20,3,2005
M 7.1 - Banda Sea,7.1,0,5,,0,776,us,569,0.0,18.1,mwb,201.7,-6.53,129.93,Banda Sea,Asia,Indonesia,2,3,2005
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,0,6,,0,711,us,444,0.0,33.8,mwb,36.0,2.91,95.59,"Sinabang, Indonesia",Asia,Indonesia,26,2,2005
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,0,7,,0,650,us,371,0.0,31.8,mwb,10.0,-5.56,122.13,"Katabu, Indonesia",Asia,Indonesia,19,2,2005
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,3,5,,0,652,us,286,0.0,47.3,mwc,39.7,4.76,126.42,"Pulau-Pulau Talaud, Indonesia",Asia,Indonesia,15,2,2005
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,0,4,,0,691,us,457,0.0,30.2,mwb,206.3,-14.25,167.26,"Sola, Vanuatu",Oceania,Vanuatu,8,2,2005
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,7,3,,0,782,us,640,0.0,26.4,mwc,525.0,5.29,123.34,"Palimbang, Philippines",Asia,Philippines,5,2,2005
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,6,4,,0,676,us,225,0.0,78.5,mwc,27.8,34.06,141.49,"Katsuura, Japan",Asia,Japan,19,1,2005
"M 6.6 - Nicobar Islands, India region",6.6,0,5,,0,670,us,353,0.0,31.9,mwc,16.1,8.88,92.38,"Nicobar Islands, India region",Asia,India,26,12,2004
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,5,6,,0,802,us,385,0.0,27.9,mwc,39.2,6.91,92.96,"Sabang, Indonesia",Asia,Indonesia,26,12,2004
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,0,8,,0,1274,official,601,0.0,22.0,mw,30.0,3.3,95.98,2004 Sumatra - Andaman Islands Earthquake,Asia,Indonesia,26,12,2004
M 8.1 - north of Macquarie Island,8.1,0,5,,0,1009,us,331,0.0,59.3,mwc,10.0,-49.31,161.34,Macquarie Island,Oceania,Australia,23,12,2004
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,5,6,,0,858,us,639,0.0,21.8,mwb,10.0,18.96,-81.41,"George Town, Cayman Islands",Europe,United Kingdom,14,12,2004
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,4,7,,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.23,"Nemuro, Japan",Asia,Japan,6,12,2004
"M 7.0 - 51 km SW of Nemuro, Japan",7.0,4,7,,0,771,us,929,0.0,23.9,mwb,39.0,43.01,145.12,"Nemuro, Japan",Asia,Japan,28,11,2004
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,0,7,,0,776,us,439,0.0,28.8,mwc,10.0,-3.61,135.4,"Nabire, Indonesia",Asia,Indonesia,26,11,2004
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,5,5,,0,782,us,585,0.0,14.7,mwc,10.0,-46.68,164.72,"Riverton, New Zealand",Oceania,New Zealand,22,11,2004
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,8,8,,0,820,us,708,0.0,50.2,mwb,15.0,4.7,-77.51,"Pizarro, Colombia",South America,Colombia,15,11,2004
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,5,7,,0,870,us,301,0.0,33.8,mwc,10.0,-8.15,124.87,"Maubara, Timor Leste",Asia,Indonesia,11,11,2004
"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,0,6,,0,691,us,233,0.0,21.5,mwb,10.0,-11.13,162.21,"Kirakira, Solomon Islands",Oceania,Solomon Islands,11,11,2004
"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,7,4,,0,703,us,459,0.0,37.3,mwb,10.0,49.28,-128.77,"Port McNeill, Canada",North America,Canada,2,11,2004
"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,0,8,,0,670,us,782,0.0,37.0,mwc,16.0,37.23,138.78,"Ojiya, Japan",Asia,Japan,23,10,2004
"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,5,6,,0,705,us,698,0.0,24.7,mwb,94.0,24.53,122.69,"Yonakuni, Japan",Asia,Japan,15,10,2004
"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7.0,0,6,,0,754,us,441,0.0,32.2,mwc,35.0,11.42,-86.66,"Masachapa, Nicaragua",North America,Nicaragua,9,10,2004
"M 6.5 - 9 km W of Talisay, Philippines",6.5,5,5,,0,665,us,526,0.0,18.3,mwb,105.0,13.92,120.53,"Talisay, Philippines",Asia,Philippines,8,10,2004
"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,0,6,,0,711,us,545,0.0,15.7,mwb,36.0,-10.95,162.16,"Kirakira, Solomon Islands",Oceania,Solomon Islands,8,10,2004
"M 6.6 - 129 km ESE of Shing?, Japan",6.6,0,4,,0,670,us,478,0.0,29.8,mwc,10.0,33.2,137.23,"Shing?, Japan",Asia,Japan,6,9,2004
"M 7.4 - 118 km ESE of Shing?, Japan",7.4,0,5,,0,842,us,594,0.0,27.5,mwb,10.0,33.18,137.07,"Shing?, Japan",Asia,Japan,5,9,2004
"M 7.2 - 94 km SE of Shing?, Japan",7.2,0,5,,0,798,us,643,0.0,28.4,mwc,14.0,33.07,136.62,"Shing?, Japan",Asia,Japan,5,9,2004
"M 6.5 - 67 km ESE of Teno, Chile",6.5,0,7,,0,650,us,349,0.0,30.1,mwb,5.0,-35.17,-70.53,"Teno, Chile",South America,Chile,28,8,2004
"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,0,7,,0,650,us,305,0.0,39.0,mwc,13.4,-0.44,133.09,"Manokwari, Indonesia",Asia,Indonesia,28,7,2004
"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,0,5,,0,732,us,798,0.0,31.2,mwb,188.6,55.68,160.0,"Atlasovo, Russia",Asia,Russian Federation,10,6,2004
"M 6.6 - 11 km N of Cañete, Chile",6.6,0,7,,0,670,us,282,0.0,46.9,mwb,21.0,-37.7,-73.41,"Cañete, Chile",South America,Chile,3,5,2004
"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,0,5,,0,691,us,386,0.0,27.6,mwb,65.8,-9.36,122.84,"Naisano Dua, Indonesia",Asia,Indonesia,23,4,2004
"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,0,4,,0,650,us,424,0.0,29.9,mwb,228.4,-13.17,167.2,"Sola, Vanuatu",Oceania,Vanuatu,9,4,2004
M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,0,4,,0,670,us,728,0.0,18.3,mwb,187.1,36.51,71.03,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan,5,4,2004
"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,0,7,,0,691,us,256,0.0,33.3,mwc,25.7,-3.66,135.34,"Nabire, Indonesia",Asia,Indonesia,8,2,2004
"M 7.3 - Near the south coast of Papua, Indonesia",7.3,0,7,,0,820,us,390,0.0,23.0,mwb,10.0,-4.0,135.02,"Papua, Indonesia",Asia,Indonesia,7,2,2004
"M 7.0 - 28 km S of Nabire, Indonesia",7.0,0,7,,0,754,us,367,0.0,33.0,mwc,16.6,-3.62,135.54,"Nabire, Indonesia",Asia,Indonesia,5,2,2004
"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,0,6,,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",Asia,Indonesia,28,1,2004
"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,0,4,,0,820,us,235,0.0,46.6,mwc,10.0,-22.02,169.77,"Tadine, New Caledonia",Europe,France,27,12,2003
"M 6.6 - 13 km SSW of Bam, Iran",6.6,0,9,,0,670,us,552,0.0,44.8,mwc,10.0,29.0,58.31,"Bam, Iran",Asia,Iran,26,12,2003
"M 6.5 - 3 km SSE of Progreso, Panama",6.5,0,6,,0,650,us,405,0.0,48.4,mwb,33.0,8.42,-82.82,"Progreso, Panama",North America,Panama,25,12,2003
"M 6.5 - 10 km NE of San Simeon, California",6.5,7,9,,0,1390,nc,65,0.04685,71.0,mw,8.382,35.7,-121.1,"San Simeon, California",North America,United States,22,12,2003
"M 6.8 - 92 km E of Yujing, Taiwan",6.8,0,7,,0,711,us,447,0.0,27.7,mwb,10.0,23.04,121.36,"Yujing, Taiwan",Asia,Taiwan,10,12,2003
